engine_capacity_cc,fuel_category,owner_count,car_brand,transmission_type,exterior_color,fuel_efficiency_kmpl
2000,Electric,2,Honda,Manual,Silver,18.19427063
1800,Diesel,1,Hyundai,Automatic,Black,14.75414979
2000,Petrol,1,Chevrolet,Manual,Blue,15.68036408
3000,Electric,1,Volkswagen,Manual,Black,20.90207396
800,Electric,2,Volkswagen,Manual,Silver,18.67266201
2000,Diesel,1,Kia,Automatic,Silver,26.46084548
1500,Petrol,5,Kia,Manual,White,21.22860739
3000,Diesel,2,Ford,Manual,Red,22.65858903
4000,Electric,3,Ford,Automatic,White,16.2835686
1000,Diesel,4,Hyundai,Automatic,Blue,18.59854914
2500,Petrol,5,Hyundai,Automatic,Silver,21.40194169
2500,Petrol,5,Volkswagen,Automatic,Silver,24.94228965
4000,Petrol,3,Nissan,Automatic,Blue,15.35401695
2500,Petrol,2,Honda,Automatic,Black,13.75295612
1800,Petrol,1,BMW,Manual,White,12.36901432
800,Diesel,3,Ford,Manual,Black,19.67500231
1000,Diesel,2,Nissan,Automatic,Red,20.84507637
5000,Diesel,4,Honda,Automatic,Silver,12.83693032
1500,Electric,2,Honda,Automatic,Black,17.0423155
1500,Petrol,2,Volkswagen,Manual,Blue,23.56768141
1800,Petrol,4,Chevrolet,Manual,Black,21.57020884
1500,Petrol,1,Hyundai,Manual,Black,15.74587625
1200,Diesel,3,Chevrolet,Automatic,White,20.84832306
4000,Petrol,2,Volkswagen,Manual,Blue,14.72129536
5000,Electric,1,Toyota,Manual,White,15.82931964
2500,Diesel,3,Chevrolet,Manual,Black,18.71389474
800,Diesel,1,Nissan,Automatic,Gray,18.91535556
5000,Electric,3,BMW,Manual,Silver,16.45318285
5000,Diesel,5,Kia,Manual,Blue,20.52039878
1500,Petrol,4,Ford,Automatic,Red,17.18853799
1000,Diesel,4,Chevrolet,Manual,Silver,17.46665918
1200,Electric,1,Honda,Manual,Black,16.90288771
3000,Petrol,3,Tesla,Manual,Blue,24.58988714
1500,Electric,4,Tesla,Automatic,Silver,18.99476447
2000,Electric,2,Kia,Manual,Red,27.5997
3000,Diesel,4,Toyota,Automatic,Black,15.28682559
1000,Electric,5,BMW,Manual,Red,19.81194558
1500,Diesel,5,Volkswagen,Manual,Silver,25.40656833
1800,Petrol,4,Ford,Automatic,Red,26.76729265
5000,Electric,1,Nissan,Manual,Gray,16.22088425
800,Electric,5,Toyota,Automatic,Gray,11.8706813
1200,Electric,4,Toyota,Manual,Red,19.96243627
1200,Diesel,2,BMW,Manual,Silver,21.23799455
1500,Petrol,5,Chevrolet,Manual,Blue,17.78982521
5000,Diesel,3,Toyota,Automatic,White,8.329515514
2500,Petrol,1,Honda,Automatic,Gray,25.35746291
1800,Petrol,4,Hyundai,Automatic,Gray,13.13963383
5000,Electric,1,Toyota,Manual,Gray,17.36544083
3000,Petrol,3,Kia,Manual,Blue,24.67021494
3000,Electric,2,Ford,Manual,Blue,15.5229775
1000,Diesel,5,Nissan,Manual,Gray,10.68573833
2500,Petrol,2,Kia,Manual,Red,21.6641224
1500,Diesel,5,Tesla,Automatic,Gray,17.91884657
5000,Electric,5,Hyundai,Manual,Blue,18.48219036
4000,Electric,3,Kia,Automatic,Gray,19.00214609
1200,Petrol,2,Kia,Automatic,Red,16.43723448
2000,Diesel,1,Ford,Automatic,Red,12.97141791
1500,Diesel,3,Kia,Manual,White,19.36513947
800,Electric,3,Nissan,Automatic,Blue,11.1812276
5000,Electric,1,Tesla,Manual,Red,20.81342164
1800,Petrol,2,Nissan,Automatic,Gray,11.68273402
4000,Electric,2,Nissan,Automatic,Silver,10.7472426
1800,Petrol,5,Kia,Automatic,Red,17.97832967
2000,Electric,4,Ford,Automatic,Black,19.85826325
1200,Diesel,2,Chevrolet,Manual,Red,13.61981267
2000,Electric,5,Toyota,Automatic,Gray,21.51563019
2000,Electric,4,Hyundai,Manual,Blue,12.09029046
1500,Petrol,5,Volkswagen,Automatic,White,20.13572501
2000,Petrol,4,BMW,Automatic,Blue,13.74010899
4000,Diesel,3,Volkswagen,Manual,Black,20.76742993
800,Petrol,2,Hyundai,Automatic,Blue,18.21949117
1800,Diesel,5,Ford,Manual,White,14.0982748
3000,Petrol,5,BMW,Automatic,Red,17.16798202
2500,Electric,5,Kia,Automatic,Silver,22.2488097
800,Petrol,4,Nissan,Automatic,Silver,17.68342104
800,Electric,2,Nissan,Automatic,Red,18.51289371
2500,Petrol,5,Volkswagen,Automatic,Red,13.54466933
2000,Petrol,2,Honda,Automatic,Gray,20.43354206
800,Electric,5,Kia,Manual,Blue,24.58358351
1500,Diesel,2,Hyundai,Automatic,Gray,15.73885968
3000,Diesel,2,Honda,Manual,White,15.51566593
2000,Diesel,5,Volkswagen,Automatic,Silver,18.73452696
5000,Diesel,2,Tesla,Automatic,Black,13.68760928
1200,Diesel,5,Tesla,Manual,White,19.24857805
1800,Petrol,3,Tesla,Automatic,Black,14.99880512
1800,Electric,4,Hyundai,Automatic,Gray,28.09106051
800,Diesel,2,Volkswagen,Automatic,Silver,19.99245403
1500,Diesel,2,Kia,Automatic,Red,13.94862245
1200,Electric,4,Nissan,Manual,Black,22.57247612
1000,Diesel,1,Chevrolet,Manual,Red,15.13945094
800,Electric,1,Tesla,Automatic,Gray,24.84213132
1200,Petrol,1,Hyundai,Automatic,Silver,22.20113404
5000,Petrol,4,Chevrolet,Manual,Silver,19.54413344
1000,Diesel,5,Nissan,Manual,Gray,29.10539015
2000,Diesel,5,Ford,Manual,Red,20.61332146
5000,Electric,2,Hyundai,Manual,Red,23.9216665
1500,Electric,5,Kia,Manual,Blue,16.01120221
3000,Diesel,2,Honda,Automatic,White,18.58013015
3000,Petrol,1,Tesla,Automatic,Silver,17.82655914
5000,Petrol,5,Chevrolet,Automatic,Gray,20.45113649
5000,Petrol,3,Ford,Manual,Silver,23.86325601
1200,Petrol,4,Volkswagen,Manual,Black,14.54774029
1200,Electric,3,Toyota,Automatic,Red,19.64813553
3000,Electric,1,Toyota,Manual,Red,16.79271069
4000,Petrol,4,Toyota,Manual,Red,11.95186199
2000,Petrol,3,Toyota,Automatic,Silver,12.83157049
1800,Electric,4,Chevrolet,Automatic,Gray,18.54750824
2000,Electric,5,Volkswagen,Automatic,Blue,24.48755089
2000,Electric,3,Volkswagen,Manual,Gray,13.40764364
5000,Diesel,2,Ford,Manual,Gray,19.92479171
2500,Petrol,2,Nissan,Manual,Blue,14.50248284
2500,Electric,1,Volkswagen,Manual,Silver,9.561327758
1800,Petrol,4,Ford,Manual,Black,18.23668568
1200,Electric,4,Nissan,Automatic,Gray,29.74663144
2500,Diesel,4,Nissan,Automatic,White,30.4990727
2500,Electric,3,Honda,Manual,White,16.66590699
1000,Electric,5,Chevrolet,Manual,Silver,22.46151649
5000,Electric,2,Ford,Manual,Gray,18.32288534
1500,Electric,1,Hyundai,Manual,Silver,18.43209114
2500,Petrol,1,Honda,Manual,Red,21.98869105
1800,Diesel,3,Hyundai,Manual,Red,13.58950587
1000,Diesel,3,Toyota,Automatic,Gray,13.63845398
2000,Petrol,1,Hyundai,Automatic,Black,10.4423359
2500,Electric,1,Volkswagen,Manual,Blue,21.0316449
1200,Petrol,1,Chevrolet,Automatic,White,19.30612729
1800,Petrol,4,Chevrolet,Manual,Red,23.93203757
4000,Petrol,4,Toyota,Manual,Black,7.619704682
2500,Petrol,3,Tesla,Automatic,Gray,22.00058961
2500,Diesel,2,Kia,Manual,Gray,17.81919473
1500,Diesel,4,Volkswagen,Manual,Black,17.75696199
5000,Petrol,5,BMW,Manual,Silver,19.24088167
1200,Diesel,4,Toyota,Manual,Blue,12.63506853
1800,Diesel,1,Nissan,Manual,Black,24.64908522
4000,Electric,2,Kia,Manual,White,4.237199996
800,Electric,2,BMW,Manual,Gray,25.06011964
2500,Diesel,4,BMW,Manual,Red,7.879116494
5000,Diesel,1,Nissan,Manual,Gray,21.08476842
2000,Petrol,4,Nissan,Automatic,White,9.747441519
2000,Electric,1,Ford,Automatic,Black,22.19503773
800,Diesel,1,Honda,Automatic,White,13.02244404
2500,Diesel,4,Volkswagen,Automatic,Black,20.5307549
2000,Diesel,3,Volkswagen,Automatic,Blue,30.48469426
3000,Electric,2,Ford,Manual,Gray,14.19698267
800,Diesel,3,Ford,Manual,Gray,13.25633864
4000,Electric,5,Tesla,Manual,Blue,18.16227026
3000,Petrol,3,Honda,Manual,Black,23.98035736
4000,Diesel,3,Volkswagen,Manual,Red,17.66601409
1500,Diesel,1,Ford,Automatic,Silver,15.16379427
1800,Diesel,5,Honda,Manual,Gray,20.66844281
2500,Electric,3,Hyundai,Automatic,Silver,17.99346051
800,Diesel,2,Chevrolet,Automatic,Black,15.89786079
800,Electric,1,Nissan,Manual,White,12.70528934
1500,Electric,1,Ford,Automatic,Black,16.35781897
4000,Diesel,4,Kia,Automatic,Black,21.7084433
2500,Diesel,5,Tesla,Manual,Blue,14.35455354
2500,Electric,4,Honda,Automatic,White,9.368476932
3000,Electric,5,Ford,Manual,Black,27.20056857
1500,Electric,2,BMW,Automatic,Blue,11.27609971
4000,Electric,1,BMW,Automatic,Gray,12.33142567
1200,Electric,4,Toyota,Manual,Gray,13.78287099
800,Electric,2,Toyota,Automatic,Black,13.77021258
1200,Diesel,4,Honda,Automatic,Silver,22.28450528
2500,Electric,1,Tesla,Automatic,White,17.8633517
1500,Petrol,4,Honda,Manual,White,16.47424475
1500,Diesel,5,BMW,Manual,Gray,18.14661642
2500,Electric,4,Honda,Automatic,Blue,7.441730048
1500,Electric,1,BMW,Automatic,Red,13.41263741
1500,Electric,5,Honda,Manual,White,19.13191591
1500,Diesel,1,Hyundai,Manual,Gray,15.76384701
2000,Diesel,2,Kia,Automatic,Blue,10.47276273
2000,Diesel,3,Toyota,Manual,Silver,13.2388982
2000,Diesel,5,Ford,Automatic,Silver,13.8422474
2000,Electric,5,Chevrolet,Automatic,White,24.29975115
1800,Electric,3,Honda,Manual,Black,20.02662656
1000,Diesel,2,Tesla,Manual,Red,5.325740121
1200,Diesel,3,Tesla,Manual,Blue,19.35534705
1800,Diesel,3,Kia,Manual,Gray,23.43466385
5000,Electric,1,Toyota,Manual,Black,10.57991122
1000,Electric,2,Volkswagen,Manual,Silver,15.76274774
2000,Electric,4,Chevrolet,Manual,White,13.90125984
1000,Petrol,2,Nissan,Manual,White,18.16832165
2000,Diesel,5,Toyota,Automatic,Blue,6.948507415
1800,Electric,3,Tesla,Manual,Blue,13.30715071
2000,Petrol,1,Kia,Manual,Blue,14.84596718
5000,Petrol,2,Honda,Manual,White,18.12215359
4000,Petrol,3,Kia,Automatic,Silver,25.38584406
800,Electric,5,Chevrolet,Automatic,Red,17.36292414
1800,Electric,2,Toyota,Manual,White,11.22524224
1500,Electric,2,Kia,Automatic,White,21.14065128
1500,Petrol,4,Chevrolet,Automatic,Red,11.06790339
800,Electric,3,Toyota,Automatic,Red,10.28911075
4000,Diesel,1,Chevrolet,Automatic,White,21.59265275
2000,Diesel,5,Kia,Manual,Black,13.08840463
1800,Diesel,1,Kia,Automatic,White,21.42155308
5000,Electric,1,Volkswagen,Automatic,Blue,20.84481727
1800,Electric,1,Toyota,Automatic,Red,28.980844
4000,Diesel,4,Honda,Automatic,Red,13.79518088
1000,Electric,2,Chevrolet,Automatic,White,10.73182698
2500,Electric,3,Nissan,Automatic,Gray,13.11572722
3000,Petrol,1,Volkswagen,Manual,Silver,21.72773535
3000,Petrol,1,Tesla,Automatic,Blue,14.01776487
800,Diesel,3,Hyundai,Manual,Red,26.60240744
800,Diesel,5,Toyota,Automatic,Blue,21.56352848
5000,Diesel,2,BMW,Manual,Black,16.63440238
4000,Diesel,2,Tesla,Manual,Silver,12.15743249
2000,Diesel,1,Hyundai,Automatic,Blue,20.57769145
2000,Diesel,4,BMW,Automatic,Silver,8.72595303
1800,Diesel,5,Ford,Manual,Gray,19.39046187
1000,Electric,3,Ford,Automatic,Red,17.92341314
1000,Diesel,3,Chevrolet,Manual,Blue,13.24461953
800,Petrol,3,Honda,Automatic,Red,27.57953688
2000,Electric,1,Volkswagen,Manual,White,13.40056358
2500,Petrol,3,Ford,Automatic,Gray,17.89774242
3000,Diesel,2,Nissan,Automatic,Silver,24.49745285
5000,Diesel,3,Toyota,Automatic,Gray,14.35051088
1800,Diesel,1,Ford,Manual,Black,13.95429639
1200,Electric,5,Kia,Automatic,Red,14.61548803
1200,Petrol,5,Volkswagen,Manual,Blue,21.34331869
1800,Petrol,1,Nissan,Automatic,Red,20.41598018
1200,Petrol,5,BMW,Manual,Blue,15.04257847
800,Diesel,5,Nissan,Manual,Red,10.56033639
1000,Diesel,1,Honda,Automatic,White,9.146041346
3000,Petrol,3,Honda,Manual,White,16.59719804
3000,Diesel,1,Honda,Manual,Gray,12.64703611
1500,Diesel,4,Volkswagen,Manual,Silver,20.67945046
2500,Petrol,2,Tesla,Automatic,Black,12.49176577
2500,Diesel,3,Volkswagen,Automatic,Blue,9.237890569
800,Petrol,1,Ford,Manual,Black,20.00263995
1200,Petrol,5,Nissan,Automatic,Blue,11.25196927
3000,Petrol,4,Ford,Manual,White,22.23729643
1200,Petrol,5,Ford,Automatic,Black,9.442436968
1800,Electric,2,Tesla,Automatic,Silver,12.40670158
2500,Electric,2,Volkswagen,Manual,Gray,15.32528353
1200,Diesel,2,Kia,Automatic,Red,13.00448617
1200,Diesel,4,Volkswagen,Manual,Blue,20.44012678
1200,Diesel,5,Honda,Manual,Gray,23.70963862
2500,Electric,1,Tesla,Automatic,Silver,16.37337126
1000,Petrol,2,Toyota,Automatic,Red,15.73528361
1200,Diesel,4,Kia,Manual,Silver,16.22624654
800,Petrol,3,Toyota,Manual,Blue,10.65944318
2000,Electric,4,Ford,Automatic,Silver,21.75804659
5000,Electric,5,Nissan,Manual,Black,16.21862753
1200,Electric,1,Kia,Automatic,Black,16.59219639
1800,Petrol,4,Toyota,Automatic,White,21.94867415
800,Electric,4,Tesla,Manual,Red,29.97479464
1000,Diesel,2,Tesla,Automatic,Gray,17.87766272
2000,Electric,2,BMW,Automatic,Silver,12.75638443
3000,Electric,1,Toyota,Automatic,White,16.73451565
5000,Petrol,1,Nissan,Automatic,Blue,21.53690398
1800,Electric,3,Honda,Automatic,Silver,17.76866506
3000,Electric,1,Nissan,Automatic,Gray,16.55097969
3000,Electric,3,Kia,Automatic,Blue,20.55662671
1000,Petrol,2,Toyota,Manual,Black,20.94131915
3000,Petrol,3,Hyundai,Manual,Blue,15.62664044
2000,Diesel,3,BMW,Automatic,Blue,19.16786921
3000,Diesel,3,Toyota,Automatic,White,18.76144401
2500,Petrol,5,Ford,Automatic,Red,20.78008777
1000,Petrol,4,BMW,Automatic,Blue,20.12792218
1500,Electric,4,Hyundai,Manual,Gray,19.46573196
5000,Diesel,4,Honda,Automatic,Silver,21.83762841
5000,Petrol,4,Nissan,Automatic,White,18.61583013
1500,Petrol,2,Toyota,Manual,Blue,21.33666596
1500,Diesel,3,Volkswagen,Manual,Silver,15.72620934
2500,Diesel,5,Tesla,Automatic,Blue,11.26166917
1800,Diesel,4,Volkswagen,Automatic,Gray,17.62603956
1500,Electric,5,Nissan,Automatic,White,19.62830932
1000,Diesel,5,Chevrolet,Automatic,Gray,18.06246264
1800,Electric,3,Toyota,Manual,Black,23.99956905
1000,Petrol,4,Hyundai,Manual,Gray,11.11038775
2000,Petrol,4,Ford,Automatic,Black,13.03574899
1500,Diesel,3,Nissan,Automatic,Black,16.97453947
5000,Petrol,2,Chevrolet,Manual,Black,12.53551957
3000,Electric,4,Hyundai,Automatic,Blue,19.79049023
5000,Diesel,1,Ford,Manual,Silver,20.46390843
2000,Petrol,1,BMW,Automatic,Blue,16.81513562
1000,Petrol,4,Kia,Manual,Blue,21.96825457
800,Petrol,2,Hyundai,Automatic,Silver,18.32519658
1500,Electric,5,Nissan,Manual,White,16.28793089
4000,Petrol,2,Ford,Automatic,White,12.38532884
5000,Diesel,3,Kia,Manual,Gray,21.24356973
1500,Diesel,5,Toyota,Manual,Blue,15.74405158
3000,Electric,2,Ford,Automatic,Black,13.97673963
3000,Electric,5,Hyundai,Manual,White,7.262485345
1200,Electric,3,Ford,Manual,Red,28.43388786
1200,Diesel,5,Nissan,Automatic,Blue,13.56622861
1000,Diesel,3,BMW,Automatic,Blue,17.27040809
800,Petrol,4,Chevrolet,Automatic,Black,23.47921373
2500,Diesel,3,Kia,Manual,Gray,13.30166944
1200,Electric,5,Chevrolet,Manual,Black,20.55139824
1200,Electric,3,Hyundai,Automatic,Gray,25.30380641
2500,Petrol,3,Hyundai,Automatic,Gray,23.77629799
5000,Diesel,4,Hyundai,Automatic,Black,21.67600729
1000,Petrol,3,Chevrolet,Manual,Gray,18.35906567
3000,Electric,5,Tesla,Automatic,White,19.79805492
2500,Petrol,1,Toyota,Manual,Gray,13.19186981
3000,Petrol,4,Honda,Automatic,Red,19.09308476
3000,Electric,2,Kia,Automatic,Blue,19.71200284
2500,Petrol,3,Tesla,Automatic,Gray,14.5926248
1200,Petrol,5,Ford,Manual,Silver,7.156733327
5000,Diesel,1,Honda,Manual,Blue,21.35059997
1200,Petrol,4,Kia,Manual,Red,22.76417406
3000,Diesel,5,Kia,Manual,White,12.98500361
800,Petrol,4,Hyundai,Manual,White,20.14806336
3000,Electric,5,Toyota,Automatic,Gray,17.29094517
3000,Petrol,1,Tesla,Manual,White,15.83993655
3000,Petrol,5,Ford,Manual,Red,22.80754446
2000,Petrol,4,Toyota,Automatic,Red,23.23332368
1800,Electric,1,Nissan,Manual,Blue,13.69696537
3000,Petrol,3,Ford,Manual,Gray,19.0304688
800,Electric,3,Volkswagen,Automatic,Red,13.80997596
1800,Diesel,1,Hyundai,Automatic,Silver,17.47813523
800,Petrol,1,Ford,Manual,White,14.40062672
2500,Electric,3,Ford,Automatic,White,19.11124815
1200,Diesel,5,BMW,Automatic,Gray,17.14091617
800,Diesel,2,Nissan,Manual,White,22.32385308
1500,Petrol,1,Kia,Manual,Red,9.573277687
1000,Petrol,3,Ford,Manual,Silver,16.49369212
2500,Petrol,2,Hyundai,Automatic,Black,18.54004463
4000,Petrol,4,BMW,Manual,Gray,18.38725906
1500,Diesel,1,Kia,Manual,Gray,28.2710782
3000,Petrol,3,Kia,Manual,Gray,20.97404601
2500,Diesel,5,Toyota,Automatic,Silver,22.18008998
1800,Petrol,3,Toyota,Manual,Blue,14.82957448
2500,Electric,1,Kia,Manual,Blue,21.50609676
3000,Diesel,5,Chevrolet,Automatic,Red,19.25865958
1000,Diesel,1,Kia,Manual,White,19.01126087
1500,Diesel,2,Chevrolet,Automatic,Silver,27.13037356
5000,Petrol,4,Nissan,Automatic,White,13.2972861
5000,Electric,1,BMW,Automatic,Blue,20.0485716
2500,Petrol,1,Nissan,Manual,Red,11.84172533
2500,Electric,4,Nissan,Manual,Blue,22.58786049
1200,Petrol,4,Toyota,Automatic,Blue,20.39641742
800,Petrol,1,Honda,Automatic,White,19.56520037
800,Petrol,1,BMW,Automatic,Silver,18.75817035
1800,Petrol,3,Kia,Manual,Gray,13.68551507
800,Petrol,3,Ford,Automatic,Silver,21.52378582
2000,Electric,4,Kia,Manual,Red,17.46518273
800,Petrol,2,Volkswagen,Automatic,Blue,10.90116065
800,Diesel,1,Toyota,Automatic,Blue,22.47773029
1000,Electric,1,Hyundai,Automatic,Black,20.59335135
1500,Diesel,1,Toyota,Manual,Silver,25.17050903
800,Diesel,1,BMW,Automatic,Blue,14.51142261
3000,Diesel,5,Tesla,Manual,Black,13.74786822
4000,Petrol,1,Ford,Manual,White,25.51497952
1500,Petrol,1,Nissan,Automatic,Blue,24.56696196
1000,Electric,4,Nissan,Manual,Gray,7.882377572
3000,Electric,3,Chevrolet,Automatic,Silver,19.65407529
4000,Petrol,1,Hyundai,Automatic,Black,28.76908936
5000,Petrol,5,Ford,Manual,Blue,18.82857056
5000,Electric,3,Chevrolet,Automatic,Gray,18.07779094
4000,Electric,4,Toyota,Automatic,Gray,19.71046406
1800,Petrol,5,Ford,Manual,White,14.17274248
4000,Diesel,5,Honda,Automatic,Red,14.44569545
2500,Diesel,5,Chevrolet,Automatic,Gray,19.44640901
800,Diesel,2,Toyota,Automatic,White,19.290298
1800,Diesel,5,Toyota,Automatic,White,23.44294274
2000,Diesel,4,Ford,Manual,Black,17.75516908
800,Electric,4,Nissan,Automatic,Gray,16.21421622
1200,Petrol,5,Ford,Automatic,Black,16.71115021
4000,Petrol,1,Ford,Manual,Black,24.34100846
5000,Diesel,5,Toyota,Automatic,Gray,21.87389555
2000,Petrol,5,Nissan,Automatic,White,12.97670232
5000,Petrol,5,Kia,Automatic,Silver,24.3143549
1800,Diesel,5,Toyota,Manual,Gray,17.74112262
4000,Electric,5,Tesla,Manual,Blue,23.40443131
3000,Petrol,3,Tesla,Manual,Black,17.44003031
5000,Electric,2,Chevrolet,Automatic,Red,15.39549559
800,Diesel,4,Honda,Manual,Black,15.64630933
5000,Electric,3,Ford,Automatic,Gray,20.41160584
1200,Diesel,2,Kia,Automatic,White,26.02430126
3000,Electric,4,Nissan,Manual,Red,16.73991593
1200,Diesel,5,Hyundai,Manual,Blue,21.94362815
3000,Electric,3,Ford,Manual,Red,18.29790364
800,Petrol,3,Hyundai,Automatic,Red,25.09438974
2000,Petrol,5,BMW,Manual,Blue,15.81134986
1500,Electric,1,BMW,Manual,Silver,19.31560407
2500,Electric,3,Nissan,Manual,Red,10.24695969
800,Diesel,1,Honda,Automatic,Black,13.66053676
1800,Diesel,2,Honda,Automatic,Red,13.77206697
2000,Petrol,2,Kia,Automatic,Blue,14.60410161
800,Diesel,2,Chevrolet,Manual,Red,12.40362464
800,Diesel,5,Hyundai,Manual,Blue,22.70846367
2000,Petrol,2,Nissan,Manual,Red,19.85530875
3000,Petrol,2,BMW,Manual,White,21.78243144
1000,Electric,4,Chevrolet,Manual,Gray,14.91591728
2000,Diesel,5,Volkswagen,Manual,Blue,12.2633111
1000,Diesel,2,Honda,Manual,Silver,17.31864397
1000,Diesel,5,Volkswagen,Manual,Silver,21.40120678
800,Petrol,5,Tesla,Automatic,Gray,13.67861369
1500,Diesel,1,Hyundai,Manual,White,21.17134799
1000,Petrol,3,Volkswagen,Manual,Silver,22.78794238
3000,Petrol,3,Hyundai,Manual,Black,20.21598453
800,Petrol,4,Chevrolet,Manual,Black,15.4921799
4000,Diesel,5,Chevrolet,Automatic,White,22.21016573
3000,Diesel,2,BMW,Manual,Gray,15.25963433
1000,Petrol,2,Tesla,Manual,Blue,13.08723952
1000,Petrol,2,Hyundai,Automatic,Blue,33.60115586
1200,Electric,1,Volkswagen,Manual,Black,8.919839501
5000,Petrol,4,Hyundai,Automatic,Blue,11.1218003
4000,Diesel,2,Volkswagen,Automatic,White,14.63894464
1200,Petrol,2,Toyota,Manual,Gray,18.14172138
1500,Electric,5,Tesla,Manual,Silver,9.70421344
5000,Petrol,5,Volkswagen,Automatic,Black,18.37783099
2500,Diesel,3,Ford,Automatic,White,16.36262575
1800,Diesel,2,Kia,Automatic,Red,15.43758829
800,Electric,5,Nissan,Automatic,Red,12.20460963
800,Electric,2,Tesla,Manual,Red,10.87063151
1000,Diesel,2,Toyota,Automatic,Red,14.61428623
1200,Electric,2,Ford,Manual,Gray,22.13613816
1500,Diesel,2,Chevrolet,Automatic,Blue,14.65833481
2500,Petrol,2,Ford,Manual,Gray,19.06712774
3000,Petrol,1,Hyundai,Automatic,Gray,18.70100599
2500,Petrol,4,Hyundai,Automatic,Silver,17.68949631
5000,Electric,2,Ford,Automatic,Blue,23.74996381
1800,Petrol,1,Kia,Automatic,Blue,10.15954159
1200,Petrol,4,BMW,Manual,Black,23.09604363
2500,Electric,5,Nissan,Automatic,Red,15.53815177
1200,Electric,5,Ford,Automatic,Red,13.58380251
2500,Petrol,4,Volkswagen,Automatic,Blue,19.26555249
3000,Electric,1,Kia,Manual,Black,19.46858294
2500,Diesel,2,Tesla,Manual,Gray,16.00257481
3000,Petrol,3,Volkswagen,Automatic,Blue,8.994460851
1000,Petrol,2,Hyundai,Manual,Red,11.31518641
1500,Diesel,5,Tesla,Automatic,Red,27.1091149
2500,Diesel,5,Tesla,Automatic,Blue,20.14923437
2500,Electric,5,Volkswagen,Automatic,Red,13.67218886
2500,Diesel,3,Kia,Automatic,Red,20.44233028
1500,Electric,1,Tesla,Manual,Red,15.14092511
1500,Electric,2,Volkswagen,Automatic,White,23.91905595
5000,Diesel,3,Nissan,Manual,Red,25.19505629
1500,Petrol,2,Nissan,Automatic,White,22.88377581
1200,Petrol,2,Ford,Automatic,Gray,26.64251104
1500,Electric,2,Kia,Manual,White,18.03709565
1000,Diesel,4,Honda,Manual,Red,17.33179126
1500,Diesel,1,BMW,Manual,Gray,19.93215741
3000,Petrol,2,BMW,Manual,White,20.62371565
4000,Petrol,1,Hyundai,Manual,Black,17.07100779
5000,Diesel,1,Tesla,Automatic,Gray,13.55500923
1500,Diesel,1,Toyota,Automatic,Blue,11.23417671
4000,Petrol,2,Honda,Manual,Silver,20.08318728
1200,Diesel,3,Toyota,Manual,Red,16.53381576
2500,Electric,4,Ford,Automatic,Red,10.0449474
3000,Electric,3,Chevrolet,Automatic,White,16.63866406
